Oblast,District,Hromada,Settlement,Population_2001
АР Крим,Керченський,Челядінівська,Огоньки,140
АР Крим,Керченський,Чистопільська,Чистопілля,2091
АР Крим,Керченський,Чистопільська,Китай,461
АР Крим,Керченський,Чистопільська,Тасунове,41
АР Крим,Керченський,Чистопільська,Затишне,207
АР Крим,Керченський,Глазівська,Глазівка,1272
АР Крим,Керченський,Глазівська,Осовини,294
АР Крим,Керченський,Глазівська,Юркине,92
АР Крим,Керченський,Горностаївська,Горностаївка,2641
АР Крим,Керченський,Іллічівська,Кара-Кую,1868
АР Крим,Керченський,Калинівська,Калинівка,2414
АР Крим,Керченський,Керченська,Керч,145265
АР Крим,Керченський,Кіровська,Карса,1072
АР Крим,Керченський,Кіровська,Вулканівка,230
АР Крим,Керченський,Кіровська,Ярке,92
АР Крим,Керченський,Красногірська,Корольове,125
АР Крим,Керченський,Красногірська,Красногірка,998
АР Крим,Керченський,Ленінська,Єди-Кую,7881
АР Крим,Керченський,Ленінська,Фонтан,307
АР Крим,Керченський,Ленінська,Полтавське,1970
АР Крим,Керченський,Лугівська,Лугове,1094
АР Крим,Керченський,Лугівська,Єрофєєве,173
АР Крим,Керченський,Марфівська,Марфівка,1235
АР Крим,Керченський,Марфівська,Новоселівка,78
АР Крим,Керченський,Марфівська,Прудникове,29
АР Крим,Керченський,Мар'ївська,Борисівка,37
